"scanned","power"
11,0.0122815213303924
12.375,1.55847462050018
14.1428571428571,0.722700411080652
16.5,0.526675893509425
19.8,2.07598467382561
24.75,0.257255510230385
33,5.39238054792608
49.5,1.9197712523553
