"scanned","power"
10.2307692307692,0.0514888167515174
10.5,0.178830518400188
10.7837837837838,0.494618525159427
11.0833333333333,0.153181997989593
11.4,0.284216095565149
11.7352941176471,0.168404249647182
12.0909090909091,0.181962649695025
12.46875,0.241226869837773
12.8709677419355,0.0884818631775898
13.3,0.149377595960209
13.7586206896552,0.070308582713297
14.25,0.117997628854147
14.7777777777778,0.274054817427422
15.3461538461538,0.33543723027595
15.96,0.1940906137162
16.625,0.358969480685159
17.3478260869565,0.975070536289076
18.1363636363636,0.915869321945738
19,1.95880017238188
19.95,1.93236580335582
21,0.331962537314551
22.1666666666667,0.386971761463762
23.4705882352941,1.98513003895566
24.9375,0.514037616669168
26.6,0.191141867398432
28.5,2.74004488731043
30.6923076923077,3.00489035540822
33.25,0.279135092702227
36.2727272727273,3.50414328913984
39.9,2.16846172250443
44.3333333333333,1.40678384801265
49.875,5.37276836655162
57,4.6825111032629
66.5,0.308174609109488
79.8,2.25183224257992
99.75,5.24603915568241
133,4.21293159470737
199.5,20.5942458915229
399,125.085217175967
