#mjd,i	flux,	err
53451.4	13.752	1.3752
53451.4	13.125	1.3125
53451.4	12.800	1.28
53451.4	13.698	1.3698
53451.4	13.170	1.317
53451.4	12.800	1.28
53451.4	13.767	1.3767
53451.4	13.223	1.3223
53451.4	12.789	1.2789
53451.4	13.835	1.3835
53451.4	13.132	1.3132
53451.4	12.767	1.2767
53451.4	13.700	1.37
53451.4	13.263	1.3263
53451.4	12.783	1.2783
53451.4	13.643	1.3643
53451.4	13.259	1.3259
53451.4	12.842	1.2842
53451.4	13.703	1.3703
53451.4	13.295	1.3295
53451.4	12.869	1.2869
53451.4	13.608	1.3608
53451.4	13.139	1.3139
53451.4	12.890	1.289
53451.4	13.644	1.3644
53451.4	13.163	1.3163
53451.4	12.794	1.2794
53451.4	13.628	1.3628
53451.5	13.280	1.328
53451.5	12.789	1.2789
53451.5	13.742	1.3742
53451.5	13.242	1.3242
53451.5	12.873	1.2873
53451.5	13.650	1.365
53451.5	13.240	1.324
53451.5	12.897	1.2897
53451.5	13.822	1.3822
53451.5	13.215	1.3215
53451.5	12.738	1.2738
53451.5	13.709	1.3709
53451.5	13.186	1.3186
53451.5	12.884	1.2884
53451.9	12.10	1.21
53453.2	13.858	1.3858
53453.2	13.220	1.322
53453.2	12.782	1.2782
53453.2	13.838	1.3838
53453.2	13.271	1.3271
53453.2	12.824	1.2824
53453.2	13.789	1.3789
53453.2	13.197	1.3197
53453.2	12.838	1.2838
53453.2	13.781	1.3781
53453.2	13.076	1.3076
53453.2	12.750	1.275
53453.2	13.785	1.3785
53453.3	12.676	1.2676
53453.3	13.239	1.3239
53453.3	13.885	1.3885
53453.3	13.172	1.3172
53453.3	12.766	1.2766
53453.3	13.656	1.3656
53453.3	13.139	1.3139
53453.3	12.792	1.2792
53453.3	13.850	1.385
53453.3	13.186	1.3186
53453.3	12.787	1.2787
53453.3	13.719	1.3719
53453.3	13.218	1.3218
53453.3	12.736	1.2736
53453.3	13.792	1.3792
53453.3	13.136	1.3136
53453.3	12.745	1.2745
53453.3	13.642	1.3642
53453.3	13.103	1.3103
53453.3	12.645	1.2645
53453.3	13.710	1.371
53453.3	13.032	1.3032
53453.3	12.540	1.254
53453.3	13.827	1.3827
53453.3	13.300	1.33
53453.3	12.692	1.2692
53453.3	13.697	1.3697
53453.3	13.226	1.3226
53453.3	12.916	1.2916
53453.4	13.535	1.3535
53453.4	13.102	1.3102
53453.4	12.886	1.2886
53453.4	13.612	1.3612
53453.4	13.036	1.3036
53453.4	12.704	1.2704
53453.4	13.685	1.3685
53453.4	13.071	1.3071
53453.4	12.704	1.2704
53453.4	13.668	1.3668
53453.4	13.068	1.3068
53453.4	12.725	1.2725
53453.4	13.721	1.3721
53453.4	13.185	1.3185
53453.4	12.762	1.2762
53453.4	13.905	1.3905
53453.4	13.406	1.3406
53453.4	12.707	1.2707
53453.4	13.759	1.3759
53453.4	13.392	1.3392
53453.4	12.850	1.285
53453.4	13.792	1.3792
53453.4	13.119	1.3119
53453.4	12.866	1.2866
53453.4	13.709	1.3709
53453.4	13.008	1.3008
53453.4	12.941	1.2941
53453.4	13.642	1.3642
53453.4	13.037	1.3037
53453.4	12.822	1.2822
53453.4	13.184	1.3184
53453.5	13.170	1.317
53453.5	13.192	1.3192
53453.8	13.5	1.35
53454.1	12.952	1.2952
53454.1	12.238	1.2238
53454.1	12.964	1.2964
53454.1	13.299	1.3299
53454.1	12.633	1.2633
53454.1	12.875	1.2875
53454.1	12.960	1.296
53454.1	12.600	1.26
53454.1	12.876	1.2876
53454.1	13.411	1.3411
53454.1	12.916	1.2916
53454.1	12.892	1.2892
53454.1	13.630	1.363
53454.1	12.524	1.2524
53454.1	13.223	1.3223
53454.1	12.557	1.2557
53454.1	12.505	1.2505
53454.1	13.314	1.3314
53454.1	12.535	1.2535
53454.1	12.625	1.2625
53454.2	13.370	1.337
53454.2	12.981	1.2981
53454.2	12.909	1.2909
53454.2	13.649	1.3649
53454.2	12.986	1.2986
53454.2	12.891	1.2891
53454.2	13.770	1.377
53454.2	13.170	1.317
53454.2	12.789	1.2789
53454.2	13.730	1.373
53454.2	13.160	1.316
53454.2	12.788	1.2788
53454.2	13.796	1.3796
53454.2	13.178	1.3178
53454.2	12.805	1.2805
53454.2	13.709	1.3709
53454.2	13.167	1.3167
53454.2	12.770	1.277
53454.2	13.728	1.3728
53454.2	12.610	1.261
53454.2	13.775	1.3775
53454.2	13.129	1.3129
53454.2	12.780	1.278
53454.2	13.972	1.3972
53454.2	13.011	1.3011
53454.2	12.723	1.2723
53454.2	13.541	1.3541
53454.2	12.901	1.2901
53454.2	12.679	1.2679
53454.2	13.657	1.3657
53454.2	13.048	1.3048
53454.2	12.533	1.2533
53454.2	13.861	1.3861
53454.2	12.976	1.2976
53454.2	12.644	1.2644
53454.2	13.350	1.335
53454.2	12.962	1.2962
53454.2	12.634	1.2634
53454.2	13.509	1.3509
53454.3	13.020	1.302
53454.3	12.616	1.2616
53454.3	13.548	1.3548
53454.3	13.135	1.3135
53454.3	12.618	1.2618
53454.3	13.561	1.3561
53454.3	13.065	1.3065
53454.3	12.761	1.2761
53454.3	13.674	1.3674
53454.3	13.037	1.3037
53454.3	12.762	1.2762
53454.3	13.550	1.355
53454.3	12.966	1.2966
53454.3	12.595	1.2595
53454.3	13.491	1.3491
53454.3	13.085	1.3085
53454.3	12.684	1.2684
53454.3	13.705	1.3705
53454.3	13.225	1.3225
53454.3	12.785	1.2785
53454.3	13.847	1.3847
53454.3	13.540	1.354
53454.8	13.2	1.32
53455.1	13.670	1.367
53455.1	12.814	1.2814
53455.1	12.289	1.2289
53455.1	13.559	1.3559
53455.1	12.843	1.2843
53455.1	12.664	1.2664
53455.1	13.606	1.3606
53455.1	13.032	1.3032
53455.1	12.439	1.2439
53455.1	13.616	1.3616
53455.1	12.762	1.2762
53455.1	12.632	1.2632
53455.2	13.532	1.3532
53455.2	12.876	1.2876
53455.2	12.441	1.2441
53455.2	13.470	1.347
53455.2	12.745	1.2745
53455.2	12.323	1.2323
53455.2	13.412	1.3412
53455.2	12.468	1.2468
53455.2	12.413	1.2413
53455.2	13.268	1.3268
53455.2	12.486	1.2486
53455.2	13.109	1.3109
53455.2	12.583	1.2583
53455.2	12.461	1.2461
53455.2	13.412	1.3412
53455.2	12.943	1.2943
53455.2	12.770	1.277
53455.2	13.460	1.346
53455.2	13.031	1.3031
53455.2	12.627	1.2627
53455.2	13.759	1.3759
53455.2	12.938	1.2938
53455.2	12.782	1.2782
53455.2	13.510	1.351
53455.2	13.027	1.3027
53455.2	12.779	1.2779
53455.2	13.702	1.3702
53455.2	13.046	1.3046
53455.2	12.561	1.2561
53455.2	13.419	1.3419
53455.2	12.760	1.276
53455.2	12.646	1.2646
53455.2	13.582	1.3582
53455.2	12.759	1.2759
53455.4	13.683	1.3683
53455.4	13.483	1.3483
53455.4	13.615	1.3615
53455.4	13.045	1.3045
53455.4	12.560	1.256
53455.4	13.334	1.3334
53455.4	12.881	1.2881
53455.4	12.485	1.2485
53455.4	13.385	1.3385
53455.4	12.967	1.2967
53455.4	12.460	1.246
53455.4	13.538	1.3538
53455.4	12.811	1.2811
53455.4	12.487	1.2487
53455.4	13.363	1.3363
53455.4	12.590	1.259
53455.4	12.436	1.2436
53455.4	13.536	1.3536
53455.4	12.887	1.2887
53455.5	12.299	1.2299
53455.5	13.284	1.3284
53455.5	12.551	1.2551
53455.5	12.430	1.243
53455.5	13.249	1.3249
53455.5	12.327	1.2327
53455.5	12.381	1.2381
53455.5	13.232	1.3232
53455.5	12.203	1.2203
53455.5	12.353	1.2353
53455.5	12.947	1.2947
53455.5	12.418	1.2418
53455.5	12.461	1.2461
53455.5	13.030	1.303
53455.5	12.176	1.2176
53455.5	12.437	1.2437
53455.5	13.171	1.3171
53456.2	13.2	1.32
53456.2	13.2	1.32
53457.1	13.04	1.304
53457.9	12.9	1.29
53458.2	13.4	1.34
53458.8	13.1	1.31
53458.9	13.3	1.33
53459.1	12.99	1.299
53459.8	13.2	1.32
53460.1	13.16	1.316
53460.8	13.2	1.32
53460.8	12.86	1.286
53460.8	13.22	1.322
53460.8	12.94	1.294
53460.8	13.71	1.371
53460.9	12.8	1.28
53460.9	13.3	1.33
53461.1	13.23	1.323
53461.8	13.3	1.33
53462	13.4	1.34
53462.1	13.457	1.3457
53462.1	13.052	1.3052
53462.1	12.674	1.2674
53462.1	11.289	1.1289
53462.1	13.617	1.3617
53462.1	13.010	1.301
53462.1	12.567	1.2567
53462.1	11.157	1.1157
53462.1	13.413	1.3413
53462.1	13.021	1.3021
53462.1	12.674	1.2674
53462.1	11.153	1.1153
53462.1	13.541	1.3541
53462.1	13.011	1.3011
53462.1	12.625	1.2625
53462.1	11.255	1.1255
53462.1	13.626	1.3626
53462.1	12.901	1.2901
53462.2	12.534	1.2534
53462.2	11.112	1.1112
53462.2	12.946	1.2946
53462.2	12.587	1.2587
53462.2	11.220	1.122
53462.2	13.548	1.3548
53462.2	13.147	1.3147
53462.2	12.622	1.2622
53462.2	11.178	1.1178
53462.2	13.688	1.3688
53462.2	13.151	1.3151
53462.2	12.665	1.2665
53462.2	11.185	1.1185
53462.2	13.582	1.3582
53462.2	12.963	1.2963
53462.2	12.681	1.2681
53462.2	11.228	1.1228
53462.2	13.599	1.3599
53462.2	13.104	1.3104
53462.2	12.666	1.2666
53462.2	11.174	1.1174
53462.2	13.608	1.3608
53462.2	12.925	1.2925
53462.2	12.525	1.2525
53462.2	11.122	1.1122
53462.2	13.679	1.3679
53462.2	13.003	1.3003
53462.2	12.643	1.2643
53462.2	11.215	1.1215
53462.2	13.571	1.3571
53462.2	13.020	1.302
53462.2	12.616	1.2616
53462.2	11.205	1.1205
53462.2	13.619	1.3619
53462.2	13.015	1.3015
53462.2	12.603	1.2603
53462.2	11.140	1.114
53462.2	13.569	1.3569
53462.3	12.990	1.299
53462.3	12.516	1.2516
53462.3	11.165	1.1165
53462.3	13.540	1.354
53462.3	12.911	1.2911
53462.3	12.617	1.2617
53462.3	11.245	1.1245
53462.3	13.571	1.3571
53462.3	12.853	1.2853
53462.3	12.592	1.2592
53462.3	11.183	1.1183
53462.3	13.617	1.3617
53462.3	13.010	1.301
53462.3	12.589	1.2589
53462.3	11.218	1.1218
53462.3	13.660	1.366
53462.3	12.941	1.2941
53462.3	12.592	1.2592
53462.3	11.267	1.1267
53462.3	13.615	1.3615
53462.3	12.954	1.2954
53462.3	12.647	1.2647
53462.3	11.210	1.121
53462.3	13.590	1.359
53462.3	12.955	1.2955
53462.3	12.578	1.2578
53462.3	11.149	1.1149
53462.3	13.591	1.3591
53462.3	13.012	1.3012
53462.3	12.572	1.2572
53462.3	11.171	1.1171
53462.3	13.538	1.3538
53462.3	12.986	1.2986
53462.3	12.652	1.2652
53462.3	11.087	1.1087
53462.3	13.623	1.3623
53462.3	13.020	1.302
53462.3	12.586	1.2586
53462.3	11.170	1.117
53462.4	13.675	1.3675
53462.4	13.047	1.3047
53462.4	12.688	1.2688
53462.4	11.150	1.115
53462.4	13.576	1.3576
53462.4	13.033	1.3033
53462.4	12.644	1.2644
53462.4	11.204	1.1204
53462.4	13.547	1.3547
53462.4	13.025	1.3025
53462.4	12.590	1.259
53462.4	11.189	1.1189
53462.4	13.574	1.3574
53462.4	12.995	1.2995
53462.4	12.600	1.26
53462.4	11.233	1.1233
53462.4	13.555	1.3555
53462.4	12.996	1.2996
53462.4	12.637	1.2637
53462.4	11.224	1.1224
53462.4	13.572	1.3572
53462.4	12.989	1.2989
53462.4	12.608	1.2608
53462.4	11.242	1.1242
53462.4	13.597	1.3597
53462.4	13.082	1.3082
53462.4	12.635	1.2635
53462.4	11.098	1.1098
53462.4	13.610	1.361
53462.4	12.905	1.2905
53462.4	12.582	1.2582
53462.4	11.198	1.1198
53462.4	13.577	1.3577
53462.4	12.996	1.2996
53462.4	12.525	1.2525
53462.4	11.177	1.1177
53462.4	13.750	1.375
53462.4	13.050	1.305
53462.4	12.554	1.2554
53462.4	11.383	1.1383
53462.5	13.555	1.3555
53462.5	12.874	1.2874
53462.5	12.488	1.2488
53462.5	11.206	1.1206
53462.5	13.661	1.3661
53462.5	12.997	1.2997
53462.5	12.532	1.2532
53462.5	11.235	1.1235
53462.5	13.527	1.3527
53462.5	13.027	1.3027
53462.5	12.630	1.263
53462.5	11.307	1.1307
53462.5	13.523	1.3523
53462.5	12.819	1.2819
53462.5	12.534	1.2534
53462.5	11.363	1.1363
53462.5	13.802	1.3802
53462.5	13.031	1.3031
53462.5	12.762	1.2762
53462.8	12.94	1.294
53462.8	13.17	1.317
53462.8	13.79	1.379
53462.8	13.2	1.32
53462.9	13.3	1.33
53462.9	12.9	1.29
53463.1	13.605	1.3605
53463.1	12.868	1.2868
53463.1	12.552	1.2552
53463.1	11.420	1.142
53463.1	12.955	1.2955
53463.1	12.478	1.2478
53463.1	11.681	1.1681
53463.1	13.683	1.3683
53463.1	12.860	1.286
53463.1	12.548	1.2548
53463.1	11.549	1.1549
53463.1	13.503	1.3503
53463.1	12.941	1.2941
53463.1	12.564	1.2564
53463.1	11.554	1.1554
53463.1	13.387	1.3387
53463.1	12.968	1.2968
53463.2	12.453	1.2453
53463.2	11.561	1.1561
53463.2	13.478	1.3478
53463.2	12.959	1.2959
53463.2	12.533	1.2533
53463.2	11.646	1.1646
53463.2	13.611	1.3611
53463.2	12.893	1.2893
53463.2	12.439	1.2439
53463.2	11.547	1.1547
53463.2	13.507	1.3507
53463.2	12.980	1.298
53463.2	12.461	1.2461
53463.2	11.692	1.1692
53463.2	13.565	1.3565
53463.2	12.935	1.2935
53463.2	12.681	1.2681
53463.2	11.589	1.1589
53463.2	13.772	1.3772
53463.2	12.907	1.2907
53463.2	12.470	1.247
53463.2	11.620	1.162
53463.2	13.719	1.3719
53463.2	13.082	1.3082
53463.2	12.536	1.2536
53463.2	11.644	1.1644
53463.2	13.643	1.3643
53463.2	12.970	1.297
53463.2	12.528	1.2528
53463.2	11.515	1.1515
53463.2	13.526	1.3526
53463.2	12.966	1.2966
53463.2	12.631	1.2631
53463.2	11.537	1.1537
53463.2	13.695	1.3695
53463.2	12.943	1.2943
53463.2	12.586	1.2586
53463.2	11.513	1.1513
53463.2	13.591	1.3591
53463.2	12.909	1.2909
53463.2	12.503	1.2503
53463.2	11.504	1.1504
53463.3	13.669	1.3669
53463.3	12.927	1.2927
53463.3	11.669	1.1669
53463.3	13.011	1.3011
53463.3	12.949	1.2949
53463.3	13.034	1.3034
53463.3	13.678	1.3678
53463.3	12.733	1.2733
53463.3	12.407	1.2407
53463.3	13.591	1.3591
53463.3	12.161	1.2161
53463.3	13.773	1.3773
53463.3	12.750	1.275
53463.4	12.380	1.238
53463.4	11.932	1.1932
53463.4	13.745	1.3745
53463.4	12.935	1.2935
53463.4	12.173	1.2173
53463.4	11.867	1.1867
53463.4	13.611	1.3611
53463.4	12.905	1.2905
53463.4	12.584	1.2584
53463.4	11.831	1.1831
53463.4	13.612	1.3612
53463.4	12.918	1.2918
53463.4	12.448	1.2448
53463.4	11.669	1.1669
53463.4	13.722	1.3722
53463.4	12.959	1.2959
53463.4	12.529	1.2529
53463.4	11.812	1.1812
53463.4	13.634	1.3634
53463.4	13.017	1.3017
53463.4	12.316	1.2316
53463.4	11.626	1.1626
53463.4	13.437	1.3437
53463.4	12.986	1.2986
53463.4	12.472	1.2472
53463.4	11.657	1.1657
53463.4	13.679	1.3679
53463.4	12.906	1.2906
53463.4	12.541	1.2541
53463.4	11.664	1.1664
53463.4	13.513	1.3513
53463.4	12.712	1.2712
53463.4	12.526	1.2526
53463.4	13.477	1.3477
53463.8	13.2	1.32
53463.9	13.3	1.33
53463.9	13.3	1.33
53464.2	13.5	1.35
53464.7	13.04	1.304
53464.7	13.41	1.341
53464.7	12.72	1.272
53464.7	13.65	1.365
53464.9	13.4	1.34
53465.1	13.556	1.3556
53465.1	12.764	1.2764
53465.2	12.423	1.2423
53465.2	11.606	1.1606
53465.2	13.341	1.3341
53465.2	12.806	1.2806
53465.2	12.074	1.2074
53465.2	12.218	1.2218
53465.2	11.981	1.1981
53465.2	13.226	1.3226
53465.2	12.762	1.2762
53465.2	12.548	1.2548
53465.2	11.835	1.1835
53465.2	13.206	1.3206
53465.2	12.811	1.2811
53465.2	12.517	1.2517
53465.2	11.624	1.1624
53465.2	13.510	1.351
53465.2	12.802	1.2802
53465.2	12.615	1.2615
53465.2	11.667	1.1667
53465.2	13.335	1.3335
53465.2	12.841	1.2841
53465.2	12.536	1.2536
53465.2	11.467	1.1467
53465.2	13.639	1.3639
53465.2	12.867	1.2867
53465.2	12.458	1.2458
53465.2	11.512	1.1512
53465.2	13.599	1.3599
53465.2	12.972	1.2972
53465.2	12.647	1.2647
53465.2	11.592	1.1592
53465.2	13.595	1.3595
53465.2	12.959	1.2959
53465.2	12.529	1.2529
53465.2	11.547	1.1547
53465.2	13.578	1.3578
53465.2	13.065	1.3065
53465.2	12.439	1.2439
53465.2	11.534	1.1534
53465.3	13.502	1.3502
53465.3	12.843	1.2843
53465.3	12.405	1.2405
53465.3	11.390	1.139
53465.3	13.517	1.3517
53465.3	12.967	1.2967
53465.3	12.502	1.2502
53465.3	11.468	1.1468
53465.3	13.578	1.3578
53465.3	12.872	1.2872
53465.3	12.583	1.2583
53465.3	11.464	1.1464
53465.3	13.698	1.3698
53465.3	12.927	1.2927
53465.3	12.467	1.2467
53465.3	11.503	1.1503
53465.3	13.629	1.3629
53465.3	12.946	1.2946
53465.3	12.461	1.2461
53465.3	11.571	1.1571
53465.3	13.619	1.3619
53465.3	12.897	1.2897
53465.3	12.585	1.2585
53465.3	11.545	1.1545
53465.3	13.683	1.3683
53465.3	13.041	1.3041
53465.3	12.524	1.2524
53465.3	11.700	1.17
53465.3	13.565	1.3565
53465.3	12.913	1.2913
53465.3	12.548	1.2548
53465.3	11.524	1.1524
53465.3	13.473	1.3473
53465.3	12.873	1.2873
53465.3	12.602	1.2602
53465.3	11.507	1.1507
53465.3	13.610	1.361
53465.3	12.922	1.2922
53465.3	12.540	1.254
53465.3	11.457	1.1457
53465.3	13.635	1.3635
53465.3	12.895	1.2895
53465.4	12.554	1.2554
53465.4	11.704	1.1704
53465.4	13.591	1.3591
53465.4	12.902	1.2902
53465.4	12.536	1.2536
53465.4	11.468	1.1468
53465.4	13.019	1.3019
53465.4	12.433	1.2433
53465.4	11.535	1.1535
53465.4	13.625	1.3625
53465.4	12.809	1.2809
53465.4	12.440	1.244
53465.4	11.575	1.1575
53465.4	13.760	1.376
53465.4	13.007	1.3007
53465.4	12.500	1.25
53465.4	11.624	1.1624
53465.4	13.601	1.3601
53465.4	12.932	1.2932
53465.4	12.589	1.2589
53465.4	11.647	1.1647
53465.4	13.675	1.3675
53465.4	12.949	1.2949
53465.4	12.538	1.2538
53465.4	11.558	1.1558
53465.4	13.583	1.3583
53465.4	12.977	1.2977
53465.4	12.619	1.2619
53465.4	11.734	1.1734
53465.4	13.518	1.3518
53465.4	12.812	1.2812
53465.4	12.576	1.2576
53465.4	11.572	1.1572
53465.4	13.637	1.3637
53465.4	13.019	1.3019
53465.4	12.599	1.2599
53465.4	11.629	1.1629
53465.4	13.636	1.3636
53465.4	13.115	1.3115
53465.4	12.655	1.2655
53465.4	11.769	1.1769
53465.5	13.482	1.3482
53465.5	13.069	1.3069
53465.5	12.477	1.2477
53465.5	11.723	1.1723
53465.5	13.660	1.366
53465.5	12.718	1.2718
53465.5	12.284	1.2284
53465.5	11.823	1.1823
53465.5	13.450	1.345
53465.5	12.819	1.2819
53465.5	12.301	1.2301
53465.5	11.852	1.1852
53465.5	13.587	1.3587
53465.5	13.090	1.309
53465.5	12.615	1.2615
53465.5	12.121	1.2121
53465.9	13.3	1.33
53466.1	13.4	1.34
53466.1	13.083	1.3083
53466.1	12.523	1.2523
53466.1	11.762	1.1762
53466.1	13.600	1.36
53466.1	13.010	1.301
53466.1	12.608	1.2608
53466.1	11.579	1.1579
53466.1	13.488	1.3488
53466.1	12.814	1.2814
53466.1	12.538	1.2538
53466.1	11.581	1.1581
53466.1	13.684	1.3684
53466.1	13.000	1.3
53466.1	12.491	1.2491
53466.1	11.632	1.1632
53466.2	13.602	1.3602
53466.2	12.971	1.2971
53466.2	12.485	1.2485
53466.2	11.486	1.1486
53466.2	13.506	1.3506
53466.2	12.855	1.2855
53466.2	12.438	1.2438
53466.2	11.601	1.1601
53466.2	13.569	1.3569
53466.2	12.856	1.2856
53466.2	12.547	1.2547
53466.2	11.564	1.1564
53466.2	13.622	1.3622
53466.2	12.918	1.2918
53466.2	12.552	1.2552
53466.2	11.566	1.1566
53466.2	13.632	1.3632
53466.2	12.918	1.2918
53466.2	12.505	1.2505
53466.2	11.416	1.1416
53466.2	13.502	1.3502
53466.2	12.882	1.2882
53466.2	12.466	1.2466
53466.2	11.441	1.1441
53466.2	13.743	1.3743
